actual_stars,predicted_stars,explanation,review
4,4,"Overall positive experience with strong praise for the food, beer selection, and atmosphere. Minor criticism about the music doesn't significantly detract from the positive aspects and the reviewer intends to return.","I finally went here, after reading the reviews and pouting about how busy I was with work and how it..."
3,4,"Generally positive review highlighting convenience, friendly staff, and amenities. Minor complaints about AC and TV channels don't significantly detract from the overall experience.","Not the newest or the nicest but, everything you need and usually no wait for machines. The staff is..."
4,4,"The review is overwhelmingly positive, highlighting enjoyable experiences, good food, good prices, and a pleasant atmosphere. While the author expresses a desire to try more dishes before a higher rating, the existing praise is strong enough for a 4-star prediction.",wouldnt you agree that a key part of enjoying the dining experience in part depends upon the company...
5,5,"Extremely positive language, highlights overcoming a pet's anxiety, enthusiastic repeat business intention, and positive description of the experience.",Love Belly Rubz!! At first little Oscar was timid about me dropping him off but when I came to pick ...
5,5,"Overwhelmingly positive review with detailed praise for food, service, and atmosphere. Minor complaint about the butter doesn't detract from the overall experience.","This place is fantastic. Great food, superior service, gorgeous decor... I had a Breakfast Casserole..."
4,4,"Mostly positive experience with good food (dinner was good, brunch was great). Service is a negative, but described with humor rather than strong anger, and doesn't overshadow the positive food experiences.","Had dinner and brunch, not on the same day...the dinner was good, although I thought the mandala mas..."
3,4,"The review is overwhelmingly positive, describing the courses as 'great', 'fun', 'challenging', and 'scenic'. The food is also rated positively. While acknowledging it's not a destination course, the reviewer clearly enjoys it as a local favorite.","Rolling Hills is two executive courses, and great for a quick cheap round of golf.  Totally not an o..."
4,4,"The review is overwhelmingly positive, praising the food quality and flavor extensively. While the reviewer docked a star for minor ambiance and bread/oil service issues, the overall sentiment is highly favorable and includes a strong recommendation.","I had my first meal at Miele's last night, and was pleasantly surprised.  I purchased a Groupon to t..."
4,4,"Very positive review with enthusiastic language about the design, service, and food/drink. Acknowledges minor issues post-reopening but expresses strong optimism for the future and immediate intent to return.",Sure it's walking distance from my house - so I was hoping I would have a new place for my morning t...
1,2,"The review is largely negative, citing high prices, distracting atmosphere, and mediocre food. While acknowledging it's good for families, the author's personal experience is underwhelming and leans towards dissatisfaction.","Take your money elsewhere, unless you've got kids.  I really try to like this place.  A family membe..."
5,5,"Extremely positive language, enthusiastic praise, frequent visits, and multiple specific positive details (food quality, specials, kids' activities, drinks) indicate a highly satisfied customer.",Yum yum yum! Mexican food has to me my favorite type of food and Arriba is for sure at the top of my...
4,4,"The review is largely positive, with high scores for service, atmosphere, and beer selection. While the food doesn't quite live up to expectations, it's still considered 'good' and the overall impression is favorable, culminating in a self-assigned 4 out of 5 stars.","I was here not too long ago.  The place is cute and when you look at the menu, you can't help but be..."
4,4,Mostly positive review with specific praise for the food (ravioli and miso soup). Minor criticism of the wine is outweighed by overall enjoyment and understanding of its appeal.,I went here again when I got back to Phoenix after being gone for six months. This is one of my mom'...
3,3,Mixed review. Acknowledges decent food and a clean environment but ultimately finds it underwhelming and overpriced compared to alternatives. The tone is lukewarm and doesn't express strong positive or negative feelings.,This place isn't all that but there food is OK.  There are better Chinese options for the price (try...
5,5,"Extremely positive language throughout, enthusiastic praise for food and drinks, and a strong expression of desire to return. Multiple positive aspects highlighted.","So freaking good.  The drinks are great too.  Ask for ""the icon"" not on menu, but very good!

Love e..."
5,5,"Highly positive language, praises service and food quality, and includes specific recommendations. Indicates a very satisfying experience.",Another excellent find in Scottsdale.  The service is wonderful and the food is extremely flavorful ...
4,4,"The review is largely positive, expressing enjoyment despite acknowledging changes. While noting the price is a bit high and describing a shift in clientele, it emphasizes the retained cozy atmosphere and recommends it as a starting point for exploring the neighborhood. The overall tone is appreciative and thoughtful.","I do enjoy this coffee shop, though admittedly it has largely subscribed to bohemian bloodletting si..."
4,4,"Overwhelmingly positive review with enthusiastic language and multiple dishes praised. Minor negative about the sweet and sour pork doesn't significantly detract from the overall positive experience, and is balanced by the mention of affordability.",Thai Basil is just delicious! I love Thai food but i try not t drag the bf along too much since he h...
3,4,"The review is overwhelmingly positive, highlighting good food (appetizers, lemonade), excellent service (attentive waitress and manager check-in), and a generally enjoyable experience. While the reviewer explicitly states 3 stars, the sentiment expressed suggests a higher rating is more appropriate.",My sis recommend this place for our weekly dinner. We shared on of the large appetizer platters (hum...
4,5,"Extremely positive review, especially considering the reviewer's high standards ('pizza snob' and a New Yorker). Multiple specific positive comments about the pizza's qualities.",Never been in - but I get pizza delivered from them now and then. I am a New Yorker and to call me a...
5,5,"The review expresses initial skepticism but ultimately conveys strong positive feelings and appreciation for the unique qualities of the garden. The language is enthusiastic and descriptive, highlighting the garden's exceptional features and educational value.","I am not usually a fan of botanical gardens. They seem too precious, too ""perfect"" to be of much int..."
5,4,"Very positive review with enthusiastic recommendations, highlighting both food and atmosphere. Minor criticisms (burger being 'standard') are outweighed by strong positives.",Thanks fellow yelpers for brining us to Four Peaks!  My husband and I were stuck in Phoenix for the ...
4,4,"Mixed review, but the strong positive mention of the curry and 'fresh' coconut water, combined with reasonable prices, elevates it above a neutral 3-star rating. The average items balance out the excellent one.","We went over for dinner- had the spring rolls, chicken curry, and lemongrass chicken. The spring rol..."
2,2,"The review is largely negative, despite praising the nachos. The food is described as 'decent' and 'OK', overpriced, and inferior to competitors. The service is consistently criticized as awful and intrusive. The overall tone is frustrated and suggests the reviewer will not return.","I've been here a few times now and I would say it is decent, slightly overpriced Mexican food. Their..."
5,5,"Extremely positive language throughout, enthusiastic recommendation, and detailed praise for the performance and actors. The minor discussion of ticket price doesn't detract from the overall positive sentiment.","01/04/2012

I thank Yelp and ATC for giving me the great opportunity to experience a terrific perfor..."
4,4,"The review is overwhelmingly positive, praising the food (sampler, tostones) and atmosphere. The political commentary is quirky but doesn't detract from the positive dining experience described. The tone is enthusiastic and appreciative.",In spite of being on the corner of 44th and Camelback it does a good job of insulating you from the ...
1,1,"Extremely negative language (""Disgusting!""), multiple complaints about the food and atmosphere, and suspicion of fake positive reviews all point to a very poor experience.",Disgusting!  Had a Groupon so my daughter and I tried it out.  Very outdated and gaudy 80's style in...
2,3,"The review is largely critical of the price and perceived pretentiousness, despite acknowledging the food and service were 'decent' and 'good'. The author explicitly states they won't return soon and feels the cost isn't justified, but doesn't express outright disgust. This points to a neutral, slightly negative experience.",I don't often review places on Yelp because of the time commitment and because usually I am just loo...
3,3,"The review is mixed. While the reviewer likes aspects like happy hour, ribs, atmosphere, and service, they strongly dislike the music volume and state they only come for happy hour. The reviewer explicitly states 'Three solid stars from me.'","Okay, so I like Canteen and all, but dear Lord, let's turn that music down a notch! These guys have ..."
4,5,"Extremely positive language throughout, multiple compliments (food, drinks, menu), and a strong endorsement despite a general preference against chains.","Always reliably good.  Great beer selection as well as fabulous ""bitch fizz"" (ciders, etc.) and cock..."
2,3,"The review is a highly unusual and lengthy anecdote. While it details a stressful and unfortunate experience, it ultimately ends with a positive resolution thanks to the kindness of strangers. The tone is more humorous and storytelling than purely negative, preventing a lower rating. It's not overwhelmingly positive, hence 3 stars.","This gas station is like the bermuda triangle of gas stations!
I came here w/ a friend on a first fr..."
1,2,"Strongly negative experience with service, despite food being merely 'okay'. The reviewer explicitly states they won't return, indicating dissatisfaction.","The service here was awful, we waited patiently for over 15 minutes for our server to come by our ta..."
4,5,"Highly positive language, expresses complete satisfaction, and highlights a positive experience for the entire family.","Finally, a pizza place that satisfies the individual pizza taste buds of my family! We ordered the R..."
4,5,"Extremely positive review with multiple specific positive points and enthusiastic language. The reviewer even provides a numerical rating above 4 stars, indicating high satisfaction.","This place is right up my alley.

Smithwick's on tap- check
Awesome fish & chips (award-winning for ..."
5,5,"Extremely positive language throughout, describes a memorable and delightful experience, and includes a strong recommendation with intent to revisit despite living far away.",After driving down a teeny dimly lit road and coming across what looked like a medical office buildi...
4,5,"Extremely positive language, declares it the customer's favorite, and expresses strong preference.",The meat and bread is so fresh that it makes Mr. Goodcents my number one sub place to hit up when in...
4,4,"Generally positive experience over a year with consistent quality. While not overwhelmingly enthusiastic, the reviewer finds everything 'good' and continues to return, indicating satisfaction.",Been dining here about a year and still trying diff things from the menu and all have been good. I d...
4,4,"The review is overwhelmingly positive, praising the service, restaurant, and overall value. While there's a minor critique about room furnishings, it's framed as a work in progress and doesn't significantly detract from the positive experience.","As a travel consultant for cre8adventures.com, we came away impressed. This is a moderately priced g..."
4,3,"The review is largely positive, expressing love for the chain, but is significantly brought down by multiple negative experiences at this specific location (temperature, slow service, disliked soup, premature check). The author explicitly states 'Aside from that, I dig this place' indicating overall positive sentiment, but the issues prevent a higher rating.","I really love Pita Jungle.  My first experience was at the one downtown, and now, I have to get my f..."
3,3,"The review is positive *for a specific use case* (families with young children who like trains). However, it implies the reviewer doesn't personally enjoy it outside of that context, making it a neutral-to-positive experience overall.",I only go here when my little cousin is in town and he adores this place. My cousin is 4 years old a...
3,3,"The review is largely observational and mildly critical. While the reviewer expresses initial enthusiasm, several aspects (smell, music) are noted as drawbacks. The ending is neutral, suggesting a possible return but not a strong recommendation.","I really wanted to fall madly in love with this place, I mean, a British themed pub in Heritage Squa..."
4,4,"Despite some odd decor and a disruptive patron, the reviewer overwhelmingly enjoyed the food and was pleasantly surprised by the restaurant's quality. The sandwich received high praise, and the overall tone is positive, even with the humorous complaints.","With a name like ""The Lodge"", I thought I was going to an old dirty restaurant with some of the neig..."
5,5,"Highly enthusiastic and positive language throughout, despite a minor concern about disrepair which was addressed by supporting the gift shop. Strong recommendation ('This is not to be missed!') and praise for the tour guides.",I'm not going to lie - I indulged in fantasies about Howard Roark during the course of my 90-minute ...
5,5,"Extremely positive language, expresses exceeding expectations, and includes a strong recommendation. Highlights expertise and professionalism.",I got a coupon at a past Yelp event to try them out and I'm SO glad I did!  Massage Envy really exce...
4,4,"The review is overwhelmingly positive, highlighting amazing food (specifically the garlic appetizer and pizza), a cozy ambiance, and good service despite minor hiccups. While acknowledging it's not cheap, the overall tone is enthusiastic and recommends the restaurant.","I didn't pay much attention to this place for several years.  Passed it many times, just didn't catc..."
3,2,"The food is described as 'just ok' which is neutral, but the strong complaint about price ('way overpriced', 'outrageous') pulls the rating down significantly.","Food is just ok, but the problem is it's way overpriced! I mean $9 for loco moco? Outrageous!"
1,1,"The review expresses strong dissatisfaction with the customer service, stating the reviewer was 'extremely underwhelmed' and will not return. Despite wanting to support the business and liking the products, the poor service led them to seek out the artists directly. This indicates a very negative experience.",I was searching for a unique item to give as a Thank You gift and I stopped by Practical Art over th...
3,4,"Overwhelmingly positive sentiment despite some reservations about the atmosphere/price. Multiple enthusiastic descriptions of the food and experience, with minor criticisms noted but ultimately outweighed by praise.","the food here is deeee-licious. i like the decor, the ambiance, the menu, the waitstaff. however, i ..."
4,4,"Positive language ('really enjoyed', 'LIKE', 'Mmmmm!'), complimentary descriptions ('fancy', 'modern'), and overall enthusiastic tone suggest a good experience.",My boyfriend just reviewed this place and although we have never  been here together - I thought tha...
3,4,"Multiple positive points are listed (customer service, atmosphere, margaritas, and food), with enthusiastic language ('YUMMIE'). No negatives are present.","1. Good Customer Service
2. Clean Atmosphere
3. Good Margaritas
4. YUMMIE Carna Asada Burrito"
5,5,"Extremely positive language throughout, multiple specific compliments about service, price, and overall experience, and a strong statement of loyalty. The reviewer is enthusiastic and highly satisfied.",I am proud to say that I sent Kristin S. here for her awesome hair transformation (8 inches is a lot...
5,4,"The review is overwhelmingly positive *specifically* about the happy hour, detailing great deals and a good selection. While there's a strong warning against the regular menu and a minor complaint about parking validation, the overall tone and focus are very positive, justifying a 4-star rating.","note: the 5 stars i'm giving this place is for their happy hour menu, not the regular menu. if you o..."
5,5,"Extremely enthusiastic and positive language, multiple specific food recommendations with hyperbolic praise, and a strong desire to return. The smiley face further reinforces the positive sentiment.",Have you ever eaten somewhere and just can't get the craving out of your head and you have to go bac...
4,4,"Generally positive review. While acknowledging some minor issues (crowded, slow service), the food is described as 'very tasty' and the reviewer states they 'would return'.",Stopped by for a quick bite on a Saturday afternoon. Did not realize that the place had just opened ...
2,2,"The review starts negatively (""Not exactly great"") but softens with a specific positive use case (shakes/ice cream with a teenager). Overall, it's lukewarm and suggests limited appeal.",Not exactly what I would call a great place to eat. If you want to take your teenager out for a shak...
4,4,"Overwhelmingly positive review with strong praise for drinks, atmosphere, and food. The mention of a creepy person is a minor negative, dismissed with optimism.","Great drinks!!!

Good atmosphere

Fantastic food (the bbq chicken pizza is a must)

Nice people to c..."
3,4,"Generally positive with specific praise (pita, fire feta, tea) balanced with mild criticisms (salad, rice, tzatziki). The reviewer states they'll return, indicating satisfaction despite not being exceptional.","As a fairly new connoisseur of Greek food, this place is pretty good. I like their pita a lot, and t..."
5,5,"Extremely positive language, mentions excellent service (delivery to bar, free samples), and enthusiastic recommendation for their return.",short leash is awesome! we tried the sample platter and they delivered it to us inside the bar. we w...
5,4,"The review is overwhelmingly positive, praising the smoothie quality and value. While it doesn't express extreme enthusiasm, it's a very favorable account with no significant complaints.",Visited the phoenix public market - open air market - farmers market they have on saturday mornings ...
3,3,"The review is mixed. While the service is highly praised, the food is underwhelming, especially considering the reviewer's high steak standards. The overall sentiment leans neutral despite the strong service component.","Service - 5 stars (which is so rare). Food 2.5 stars. 
My husband and I are a little picky when it c..."
4,5,"Extremely positive language, multiple compliments about food and atmosphere, and a strong, enthusiastic recommendation.","Had an outstanding lunch here.  The view is amazing, their cheese fondue dip was delicious, and they..."
5,5,"Extremely positive language, enthusiastic endorsement, and a definitive statement of future return indicate a 5-star experience.",Hybrid class!! Did it a few years back and to this day it's the best workout I've ever had. Will be ...
3,4,"Positive experience with the coffee and food, but a noted lack of comfortable atmosphere prevents a 5-star rating. Overall leans positive.",I've swung into Echo a few times and haven't ever had a bad cup of coffee. The cappuccino is pretty ...
5,5,"Extremely positive language, enthusiastic endorsement, and multiple positive aspects mentioned (vibe, drinks, goodies).",Love this place! Wish we had one here in CA. Great vibe once you walk through that door. Fantastic d...
4,4,"Positive sentiment towards Apple products and iPads, acknowledges the price but focuses on the positive experience and observation of others enjoying the products. Not overwhelmingly enthusiastic, but clearly positive.","Well, this is where I got my iPad, and I am hooked of all Apple products.  Yes, they are expensive, ..."
4,5,"Extremely positive review with strong comparisons to a well-regarded competitor, highlighting superior menu, prices, and food quality. Enthusiastic recommendation.",I finally made it to this place after hearing nothing but great reviews from others.  Now I can see ...
3,4,"The review is overwhelmingly positive, praising the food as 'great' and highlighting the restaurant's authenticity and long-standing presence. While it notes some minor drawbacks (margaritas, dessert), these are overshadowed by the numerous positive aspects and enthusiastic recommendation.",The best example North Scottsdale has of traditional Phoenix sonoran mexican food.  Los Olivos resta...
4,5,"Highly positive language, mentions good food quality, excellent service (splitting tacos without charge, friendly server), generous portions, and a definitive statement of intent to return.",Very good food! We ate some shrimp tacos and macaroni and cheese. They split our tacos up for us and...
5,5,"Extremely positive language throughout, enthusiastic recommendation, and detailed praise of multiple aspects of the establishment (food, bread, selection, atmosphere). The initial hesitation only emphasizes how pleasantly surprised the reviewer was.","When I moved to the Valley, our first place was a rental in Old Town.  The previous tenant/owner gen..."
