actual_stars,predicted_stars,explanation,review
2,2.0,"The review expresses significant frustration with double billing incidents, despite acknowledging a convenience factor (location). The tone is negative and includes a 'fair warning,' indicating a serious concern. While not explicitly stating malicious intent, the repeated billing issues are a major problem, outweighing the convenience. The initial statement about *always* paying cash suggests a lack of trust, further supporting a low rating.","I ALWAYS pay in cash at this Panda's. If it wasn't across the street from work, I wouldn't go here a..."
5,5.0,"The review uses extremely positive sentiment indicators (""love love"", ""amazing"", ""cute"", ""artsy""). The intensity is strong due to the repetition of ""love"" and the enthusiastic adjectives. There are no complaints, only praise. This indicates a highly positive experience and a strong recommendation.",I love love Barrio Cafe. The food is amazing and it is very cute and artsy.
3,4.0,"The review is mostly positive. The atmosphere, salsa bar, mole, calabacitas, and partner's pork taco all receive praise. The only significant negative is the blandness of the carne asada, which was mitigated by adding salsa. The reviewer expresses intent to return, indicating overall satisfaction despite the one disappointing dish. This points to a 4-star experience – mostly positive with a minor issue.",La Condesa is in a rather unassuming location in Phoenix.  But has a nice atmosphere when you get in...
5,4.0,"The review is overwhelmingly positive, with strong praise for the Stetson chopped salad and bread pudding. While the mushrooms were initially found bland due to sequencing with the bolder salad, the reviewer acknowledged their quality when eaten later. Service and drink selection also received high marks. The only minor issue is the flavor transition between courses, not a significant detractor.","Tried the Restaurant Week special, and chose the Stetson chopped salad, mixed mushrooms with polenta..."
4,5.0,"The review is overwhelmingly positive, using strong positive sentiment indicators like ""Yum!"", ""Delicious"", ""wonderful"", and ""devine!"". There are no complaints, only enthusiastic praise for both the pizza and the Nutella crepes. This indicates a highly satisfying experience.","Yum! Delicious tasting pizza, a wonderful atmosphere, and oh those  Nutella crepes are devine!"
4,4.0,"The review is overwhelmingly positive. Phrases like ""more than enough!"", ""very friendly and patient"", and ""Nice place"" indicate strong positive sentiment. The comment about the sandwich being ""just good"" is slightly lukewarm, preventing a 5-star rating, but doesn't detract significantly from the overall positive experience. Intensity is moderate to strong.","I had a chicken panini and was more than enough! It was dinner and lunch!

They have this special br..."
4,4.0,"The review is largely positive, highlighting standout dishes like the Pate Chaude and crispy rolls. While there are criticisms regarding slow service and some basic/bland menu items, the reviewer explicitly states they will return and rounded up their initial 3.5-star assessment. The overall tone is impressed and hopeful, despite the noted flaws.","I have to admit: I am impressed.

I have been to a few vegan-only-menu restaurants and I was... unde..."
4,4.0,"The review is overwhelmingly positive, highlighting enjoyment of the atmosphere, music, staff, and coffee. The reviewer explicitly states being a 'fan' and uses positive descriptors like 'chill,' 'nice,' and 'friendly.' The only minor aspect preventing a 5-star rating is the 'note' about not yet trying the pastries, implying a potential for improvement or further enjoyment rather than a current negative. The 4-star declaration reinforces this assessment.","I am a huge fan of local coffee shops with free wifi. I am also a huge fan of iced lattes. I know, h..."
4,4.0,"The review acknowledges the steak isn't top-tier but heavily emphasizes the atmosphere and overall 'cool' factor of Durant's. While food quality receives moderate praise (bread is 'awesome', steak/seafood 'pretty good/alright'), the consistent positive descriptions of the ambiance and its unique place in Phoenix nightlife outweigh the food criticisms. The tone is overwhelmingly positive despite the initial qualification about the steak, indicating a strong positive experience centered around the restaurant's vibe.","OK, let's face it: there are better steaks in the Valley. As a matter of fact, if you just took the ..."
5,3.0,"The review is mixed. There's strong positive sentiment towards the park's amenities (grass, fountains, seating, good crowd) and the benefit of a tired dog afterward. However, there's a notable negative aspect – the problematic behavior of some dogs and the owners' inaction, coupled with the reviewer's somewhat aggressive response. This issue prevents a higher rating, making it a generally acceptable park with a specific drawback.","This is a great dog park.  Plenty of grass to run around on, and there is always a good crowd to pla..."
5,5.0,"The review is overwhelmingly positive, using strong language like ""best barber shop ever"" and ""top notch."" The reviewer explicitly contrasts this experience with consistently negative experiences at other establishments. The praise for Israel's skill and the attention to detail indicates a highly satisfying experience, warranting a 5-star rating.",This has got to be the best barber shop I've ever been to in my 38 years on this planet.  I was alwa...
4,4.0,"The review is overwhelmingly positive. Words like 'decent,' 'weren't pushy,' and 'frosting on the cake' indicate a positive experience. The price of the car wash and gas were good, and a senior discount was applied. There are no complaints, only positive observations. The intensity is moderate to strong due to the enthusiastic phrasing ('frosting on the cake').",Got a pretty decent HAND car wash for $15.00.  They asked about extras but weren't pushy about it.  ...
4,4.0,"The review expresses a positive sentiment with phrases like ""Home made fresh noodles"" and the positive comparison to San Francisco Chinatown food. The tone is appreciative and nostalgic. While not effusive, the comparison implies a high quality and enjoyable experience. Intensity is moderate, leaning towards strong due to the specific and positive reference point.",Home made fresh noodles.  Reminds me of San Francisco china town food.
3,4.0,"The review is mostly positive. While the reviewer notes the store differs from a traditional hardware store, they found a product unavailable at Home Depot (HD) and at a good price. The tone is pragmatic and suggests checking this store even if you prefer HD. The praise outweighs any minor 'complaint' about the store's focus.","This really is more of a lady's hardware store with more design/decorating stuff, small appliances, ..."
4,4.0,"The review is overwhelmingly positive, using phrases like ""great wine bar!"" and ""so good."" While the reviewer can't recall specifics, the overall tone is enthusiastic. The small size is presented as a positive (""cozy""). The lack of specific details slightly prevents a 5-star rating, but it's still a strong recommendation.",I found this on yelp and what a great wine bar! I went here last night after work with friends and w...
3,2.0,"The review is largely negative, despite a small positive about the omelet customization. The potatoes are heavily criticized, the burritos received no enthusiasm, and the service was slow. The positive mentions (patio, 'eye candy') are insufficient to outweigh the significant food and service issues. The tone is dismissive ('definitely one you can skip').","The very definition of an average brunch.  My omelet was pretty decent, and it's nice that they let ..."
3,3.0,"The review 'Glorified Pei Wei' is a neutral to slightly negative comparison. It doesn't express outright dislike, but implies the restaurant doesn't offer anything significantly different or better than an existing, well-known chain. This suggests a 'middle-of-the-road' experience, warranting a 3-star rating. The intensity is moderate, as it's a comparative statement rather than a strong complaint or praise.",Glorified Pei Wei
5,5.0,"The review is overwhelmingly positive, using words like 'great,' 'pleasant,' 'welcoming,' 'tasty,' 'yum,' and 'impressed.' The reviewer highlights multiple positive aspects – ambiance, service, food quality, portion sizes, complimentary items, and even restroom cleanliness. The tone is enthusiastic and ends with a strong recommendation and intention to return. There are no complaints mentioned, only praise.","Another great Italian find!

My BF and I went to Roma Garden for dinner last night because he was gi..."
4,4.0,"The review is overwhelmingly positive. While not effusive about the coffee itself ('pretty good'), the reviewer highlights a charming atmosphere, comfortable temperature, and *especially* praises the staff as a key reason for return visits. The initial disclaimer ('not a coffee snob') suggests a reasonable and balanced perspective. The tone is consistently appreciative, indicating a positive experience overall.","I'm not a coffee snob, but I love a good Americano.  

This place has the charm you'd expect from a ..."
5,5.0,"The review is overwhelmingly positive, using strong sentiment indicators like ""amazing,"" ""far above expectations,"" ""huge and delicious,"" and ""fantastic."" The tone is enthusiastic and includes a strong recommendation. There are no complaints, only praise for the food, size, authenticity, and price. This indicates a highly satisfying experience.",Went here while on vacation in Phoneix based on seeing it on Man vs Food. Could not have been more i...
4,4.0,"The review is overwhelmingly positive, highlighting spacious rooms, complimentary breakfast with proper dining ware, free WiFi, and suitability for families. The only negative point is the small and underwhelming pool, which prevents a 5-star rating. The language used ('hidden jewel', 'perfect', 'comfy') indicates strong positive sentiment, while the pool critique is relatively mild.","The Hyatt Place Scottsdale is a hidden jewel in old town, just off the main drag this place is perfe..."
4,4.0,"The review is overwhelmingly positive, highlighting cleanliness, consistent stock, and short wait times. While not effusive, the consistent praise indicates a very positive experience. The tone is matter-of-fact and appreciative, suggesting high satisfaction. No complaints are present, leading to a strong positive assessment.",This is my neighborhood grocery store. It's at the two locations I shop at most. It's always clean a...
4,4.0,"The review is mostly positive, highlighting 'fantastic' food (Chicken Corfu, salads, soup) and a pleasant atmosphere with beautiful views. The negative experience with the Gyro is significant ('dry', 'burnt', 'fishy taste') but was addressed by the restaurant (removed from bill, promise to fix). This indicates a willingness to correct issues and doesn't overshadow the positive aspects, leading to a mostly positive overall impression.",Some of the food here is fantastic such as the Chicken Corfu $14.95 and others like the Gyro I found...
2,2.0,"The review expresses strong negative sentiment regarding the price of the ice cream, using phrases like ""a thousand dollars for a scoop"" and ""fool parting with his money."" While the reviewer acknowledges the ice cream is tasty and praises the flavor selection and sampling opportunity, the overwhelming focus is on the exorbitant cost, leading to a mostly negative experience. The two-star rating aligns with this assessment – acknowledging taste but heavily criticizing value.","If you have $6 burning a hole in your pocket, and would like a thimble full of ice cream, this is yo..."
4,4.0,"The review is overwhelmingly positive, praising the atmosphere, beer (specifically Four Peaks), and several food items (ham & eggs, grilled cheese/soup, deviled eggs). While there are minor criticisms (wine being 'not the worst', cheese plate being average, loud music), these are outweighed by the positive aspects and the 'pleasant experience' overall. The service is described as 'acceptable' and the manager's attentiveness is noted. The tone is generally enthusiastic and appreciative, despite the few drawbacks.",Loved the atmosphere most of all.  This is a converted bungalow house that should set an example for...
5,5.0,"The review is overwhelmingly positive, using strong language like ""new mecca,"" ""legendary,"" and ""best place."" It expresses gratitude and a desire for the venue to succeed. While acknowledging potential future wear and tear, this is presented as a natural consequence of being a lively music venue, not a criticism. The inclusion of daily live music and early opening hours further enhances the positive impression.","This is the new mecca of Phoenix music. 

Charlie Levy who booked for the now legendary Nita's Hidea..."
4,4.0,"The review is overwhelmingly positive, using words like ""really nice,"" ""great,"" and ""amazing."" The tone is enthusiastic and recommends specific items (smoothies) and experiences (live music/artist). There are no complaints, only positive observations. While not *ecstatic* praise, it's a strong recommendation, justifying a 4-star rating.",This is a really nice coffee shop and restaurant tucked away in a corner toward the east end of City...
4,3.0,"The review is mixed. The reviewer clearly enjoys some dishes (ravioli, lamb kabob) and details what they liked about them. However, their mother consistently dislikes the food, and there are specific complaints about the escargots (overly crunchy pastry, bland sauce). The tone is generally positive when discussing their own experience, but frustration with their mother's preferences is evident. The 'last time' comment suggests dissatisfaction, but the detailed descriptions and expressed desire to return for the rose wine and ravioli indicate it wasn't a terrible experience overall. Therefore, a 3-star rating reflects the mixed nature of the review.","Took Mom for dinner Monday night. This was the second time I took her here, and it'll be the last! G..."
2,2.0,"The review expresses strong negative sentiment due to consistently poor service from a specific employee over the past 6 months. While the food quality is acknowledged as good, the repeated negative experiences with the bartender overshadow this positive aspect. The customer feels 'betrayed' by the decline in service, despite being a loyal patron, and explicitly states they would not recommend the restaurant. This indicates significant problems outweighing the positive food quality, warranting a 2-star rating.",I am a very loyal customer to pure sushi and have been for over 2 years now. Up until about 6 months...
3,3.0,"The review is mixed. There's strong positive sentiment towards the staff (knowledgeable, helpful, friendly). However, a key reason for the reviewer's visits – D&D books and dice – is no longer available, which is a significant negative. The anime situation is a positive due to price/availability despite quality concerns. The overall tone suggests disappointment about the D&D offerings prevents a higher rating, but the positive staff experience keeps it above neutral.",The sales people here are very knowledgable and helpful. They are also very friendly and great with ...
1,2.0,"The review is overwhelmingly negative, filled with insults ('caniaille', 'shit eaters') and disparaging descriptions of the food, service, and wine. While there's a backhanded 'positive' – keeping a certain clientele away from better restaurants – it's delivered with extreme contempt. The intensity is strong due to the harsh language. The specific complaints are slow service, mediocre food, and poor wine quality. This points to a significantly flawed experience, justifying a 2-star rating.","Once again, THE TROUGH SLURPERS offer far too many stars to this mundane eatery, proving again that ..."
2,3.0,"The review is mixed. Initially positive about the food quality and convenience, it turns negative due to a hidden delivery charge and lack of transparency. While the reviewer understands delivery fees in principle, the undisclosed charge and unhelpful delivery driver led to dissatisfaction. The statement 'This will probably be the last time we order' indicates a significant negative impact, but the food itself wasn't *bad*, just not 'great'. This points to a neutral overall experience with notable issues.",We were excited when we found that we could add George and Sons to our delivery list.  The food is g...
5,5.0,"The review is overwhelmingly positive, using words like ""Love,"" ""great,"" and praising the food quality (""spicy and always cooked just right""), menu variety, service, and popularity (""always busy""). The tone is enthusiastic and there are no complaints. This indicates a highly positive experience and a strong recommendation.","Love this place !

Food is spicy and always cooked just right.  Menu changes every so often and have..."
5,5.0,"The review is overwhelmingly positive. Strong sentiment indicators like ""wowed,"" ""Damn that was good!"" (even expressed as a desire to say it in German), ""great,"" and ""really good"" are used repeatedly. The reviewer specifically praises the food (German meatloaf, red cabbage, Weihenstephaner) and Chef Hoffman, as well as the patio and service. The social aspect of the Yelp event is also positive. There are no complaints mentioned. The intensity is strong due to the enthusiastic language and lingering positive impression (taking a week to write the review).",I attended a UYE (Unofficial Yelp Event) here and I have to say that Haus Murphy's pretty much wowed...
4,4.0,"The review is overwhelmingly positive, comparing Carraba's favorably to Red Robin and repeatedly praising specific dishes (Pollo Rosa Maria, bread, salads). The only negative points are minor – the frozen butter and lack of ranch, and a lukewarm opinion on most desserts. The strong positive language ('must', 'match made in heaven', 'great') outweighs the small complaints, indicating a mostly positive experience.","Like Red Robin, Carraba's is my go-to Italian joint that I know I wont be disappointed in.  

I love..."
4,4.0,"The review is overwhelmingly positive, using words like 'delightfully good,' 'great,' and 'fantastic.' There are no complaints. The intensity is moderate to strong due to the descriptive language. While not effusive, it clearly indicates a very positive experience, warranting a 4-star rating.","The green chili  pulled pork omelet  was delightfully good.  The coffee was great, and so is the dec..."
4,5.0,"The review is overwhelmingly positive. The customer explicitly states they 'love' the convenience of online ordering and pickup. They praise the unique product selection (legitimate bookbinding supplies) and express strong interest in the classes offered, indicating a high level of satisfaction. There are no complaints, only positive observations and future intentions. The tone is enthusiastic and appreciative.",This is one of the only places in Phoenix that carries legitimate book binding supplies like book cl...
3,4.0,"The review is largely positive, with strong praise for the beef gyro and falafel, and a comment on good portion sizes for the price. The hummus portion is a specific complaint, but it's relatively minor. The bartender's friendliness is inconsistent, which is a slight negative, but doesn't overshadow the positives. Overall, the positive aspects outweigh the negatives, suggesting a mostly positive experience.",Their beef gyro's are delicious!  Great portions for what you pay.  And their falafel is really good...
5,4.0,"The review is overwhelmingly positive, using words like 'fav,' 'great,' 'fun,' and 'steal.' The intensity is moderate to strong due to repeated positive descriptors and enthusiastic praise for specific items (Vegas roll price). There are no complaints, only recommendations for various sushi experience levels. While not *ecstatic* praise, it's a very strong recommendation, leaning towards a 4 rather than a 5 as it doesn't express exceptional delight, just consistent satisfaction.",One of my fav sushi places in the Valley.  Great place to take someone who has never tried sushi or ...
4,4.0,"The review is overwhelmingly positive, praising the pizzeria as a welcome change from Chicago-style pizza and highlighting friendly staff, convenient location, and a good selection. The initial jab at other pizza styles is playful rather than genuinely negative. The intensity is moderate to strong in its praise, with only a mildly negative comment directed at other pizza preferences. The suggestion to use it instead of the AMC concession stand further reinforces a positive experience.","So great to see the occasional NY style pizzeria pop up amid all these chi-town ""pizza"" impersonator..."
3,3.0,"The review is largely mixed. While the reviewer expresses confusion and disappointment with the venue's identity ('Meh' for drinks and crowd), they acknowledge positive aspects like the layout, friendly bouncers, and potential for parties due to the rooftop and dance floor. The 'A-Okay' comment and willingness to return suggest a neutral leaning towards positive, but not strong enough for a 4-star rating. The initial negative framing and 'Meh' assessments hold it back from being higher.",I don't know what Bar Smith is trying to be. I feel like instead of just saying okay we are going to...
1,2.0,"The review is overwhelmingly negative despite the attempt at a 'positive sandwich'. While the location and staff friendliness are noted, the core experience – food and service – is heavily criticized. The food descriptions ('ashtray', 'lifeless') are strong negative indicators, and the service issues (being ignored, long waits) are significant. The reviewer explicitly states they won't recommend it and will likely avoid it, despite acknowledging others enjoy it. This points to a fundamentally poor personal experience, outweighing the limited positives.",I am not a fan of this place. I like to try to stay positive though so here is my attempt a the prov...
5,5.0,"The review is overwhelmingly positive, using strong sentiment indicators like ""LOVE love LOVE"", ""in love"", ""favie"", and describing the service as ""friendly, perky, and fully of sunshine"". The only negative aspect is a wish for more locations, which doesn't detract from the positive experience with the product and service itself. The intensity is very strong due to the repeated emphasis and enthusiastic language.",I LOVE love LOVE Coffee Bean.  I have been in love with Coffee Bean for years.  I am so bummed out t...
3,4.0,"The review is overwhelmingly positive, highlighting delicious noodles, fast service, huge portions, and cheap prices. The only negative is the lack of vegetables, which is a minor complaint. The strong desire to keep eating (and suspicion of MSG) is presented more as a humorous observation than a serious issue. Therefore, a 4-star rating is appropriate, indicating mostly positive experience with a small area for improvement.",The noodles are delicious here. I had the vegetarian spicy noodle. It doesn't come with anything but...
1,1.0,"The review is overwhelmingly negative, using strong negative descriptors like ""crappy,"" ""grumpy,"" and expressing a firm intention to never return. Multiple issues are cited – slow service, incompetent staff, unfriendly hosts, and poor food quality – all contributing to a significantly negative experience. The impact on the customer's leisure time (2 hours lost) further emphasizes the severity of the problems.","Long wait for food, waitresses that don't know what they're doing, grumpy hosts, and crappy food tha..."
5,5.0,"The review is overwhelmingly positive, using strong sentiment indicators like 'Amazing,' 'Fast,' 'Clean,' 'Fresh,' and 'Friendly.' The reviewer explicitly states multiple favorite rolls and concludes that everything is 'some of the best around hands down!' indicating a very high level of satisfaction. There are no complaints or negative comments.","Amazing sushi. Fast, clean, fresh. Friendly staff. Favorites are Arizona, Beauty, Alaska, and Spicy ..."
4,4.0,"The review is overwhelmingly positive, highlighting a fun atmosphere, excellent staff, and a wide variety of sushi. The only significant complaint is the lack of spice, which is a minor issue. The strong positive sentiment and recommendation support a 4-star rating.","Part 2 of the business trip.  Dinner with the sales team.

We always have fun when out on the road a..."
4,4.0,"The review is overwhelmingly positive, highlighting cleanliness, speed of service, and ample space. The author expresses pleasure and uses positive language ('pleased,' 'happy,' 'golden'). The initial 4-star rating is maintained as a comparison to other Chipotle locations, suggesting this one is above average but not perfect. There are no significant complaints.","The 4 stars is in comparison to other Chipotle's I've been to, especially in this area.

I have to a..."
4,4.0,"The review is overwhelmingly positive, using words like 'Great' and 'best'. The mention of it 'never being too crowded' is also a strong positive. While concise, it lacks detail preventing a 5-star rating, but is still highly favorable.","Great place to see a show.  Prices are the best around, and it's never too crowded."
4,4.0,"The review is overwhelmingly positive, despite acknowledging inconsistent service. The reviewer explicitly recommends the cafe ('don't think you will be disappointed'), praises specific menu items (omelettes, burgers, sandwiches), and highlights the quality of ingredients and drinks. The 'not always the greatest' service is downplayed as expected for this type of establishment. The tone is relaxed and enthusiastic, indicating a positive experience.",Usually stop here for breakfast and mimosas. Agreed the service is not always the greatest but who e...
4,3.0,"The review is mixed. There's positive feedback about the airport's cleanliness, shopping, and food options, as well as the rental car area. However, there are significant negative points: a very long walk to certain gates, problematic security screening, and a lengthy rental car shuttle ride. These issues prevent a higher rating, but the positives keep it from being a 1 or 2-star review. It's an acceptable airport, but with notable inconveniences.","Nice clean airport with lots of places to shop and lots of food options.  Terminal 4 is nice.

Two t..."
4,4.0,"The review is overwhelmingly positive, filled with enthusiastic language (""holy mecca of cupcake land"", ""MERCY"", ""worth every cent""). The author clearly adored the cupcakes and the helpful service. The only significant negative is the limited drink selection, which is a minor inconvenience. The quirky details (decor, friend's car) add to the charm and don't detract from the experience. Therefore, a 4-star rating reflects the mostly positive experience with a small drawback.","While doing a bicycle ride to the Orange Table, I pointed to a friend that LuLus Cupcakes was access..."
5,5.0,"The review is overwhelmingly positive, expressing strong gratitude and admiration for the theater owner's dedication to showing independent and foreign films in Phoenix. The tone is appreciative and highlights a unique benefit the theater provides. While acknowledging the financial challenges, this reinforces the positive sentiment regarding the owner's commitment. There are no complaints, only praise.",The Harkins Camelview 5 gives Arizonans the unique opportunity to see movies that are normally reser...
4,4.0,"The review is overwhelmingly positive, using words like 'exceeded expectations,' 'outstanding,' 'tasty,' 'fresh,' and 'very impressed.' The wait time is framed as a positive sign of fresh preparation. While the menu is described as 'par' (neutral), the food quality is highly praised. The only minor drawback is the initial wait, but it's presented as acceptable. The detailed description of the atmosphere and beverage options adds to the positive impression. The price point of $11 for two people is also a positive factor.",El Taco de Chandler exceeded my expectations.  I've driven past it almost every day for a year.  My ...
3,3.0,"The review is mixed. There's positive sentiment regarding the service (when good) and the overall 'fun night' atmosphere, but significant negatives like a burger with no taste, bad pancakes, and the observation that the clientele are 'drunk people'. The intensity is moderate - the issues aren't catastrophic, but noticeable. The 'Arik B' anecdote adds a bizarre element, but doesn't necessarily indicate a widespread problem. Chicken strips are 'a-ok' which is neutral. Overall, it suggests an acceptable experience with some clear drawbacks.",Drunk people go here. Service is good depending who you get. The Burger according to one Arik B can ...
4,4.0,"The review is overwhelmingly positive, praising the beer selection, crab cakes, and atmosphere. The main complaint is the music, and the reviewer offers a solution (a DJ, even volunteering themselves!). While the music issue is repeated, it doesn't overshadow the positive aspects, making it a minor issue. The reviewer explicitly states they will return, indicating satisfaction.","I finally went here, after reading the reviews and pouting about how busy I was with work and how it..."
3,4.0,"The review is mostly positive, praising the availability of machines and the staff's friendliness. The complaints about the AC and TV channels are minor inconveniences. The tone is generally appreciative despite these small issues, indicating a positive overall experience.","Not the newest or the nicest but, everything you need and usually no wait for machines. The staff is..."
4,4.0,"The review is overwhelmingly positive, highlighting 'great food,' 'good prices,' 'fresh and lite' chips, and enjoyable experiences with friends. While the reviewer acknowledges needing to try more dishes before a higher rating, the existing praise is strong. The mention of finding another great restaurant doesn't detract significantly as it's presented as a separate observation, not a direct comparison negatively impacting Abuelo's. The tone is enthusiastic and appreciative.",wouldnt you agree that a key part of enjoying the dining experience in part depends upon the company...
5,5.0,"The review is overwhelmingly positive, using enthusiastic language (""Love Belly Rubz!!"", ""handsome""). It specifically addresses and resolves a significant concern (separation anxiety and kennel aversion) demonstrating excellent care. The customer explicitly states they will return, indicating high satisfaction. The tone is very positive throughout.",Love Belly Rubz!! At first little Oscar was timid about me dropping him off but when I came to pick ...
5,4.0,"The review is overwhelmingly positive, using words like 'fantastic,' 'great,' 'superior,' 'gorgeous,' and 'delish.' The praise for the food, service (extending to multiple staff members), and decor is extensive. The only notable complaint is the hard butter with the toast, which is a minor issue. The detailed description of the food shows engagement and enjoyment. The strong recommendation to return further supports a high rating.","This place is fantastic. Great food, superior service, gorgeous decor... I had a Breakfast Casserole..."
4,3.0,"The review is mixed. Dinner was good but lacked a punch in flavor, while brunch was great. The biggest negative is the service, described as 'uninterested' and burdened, but it doesn't ruin the overall experience. This points to a generally acceptable experience with room for improvement, landing at a 3-star rating.","Had dinner and brunch, not on the same day...the dinner was good, although I thought the mandala mas..."
3,4.0,"The review is overwhelmingly positive, highlighting the courses as 'great', 'fun', 'fantastic', and the burgers as 'liked'. While it acknowledges it's not a destination course and the front nine is 'mini-golfing' like (which isn't necessarily negative), these are minor points. The scenic views and quick round time are strong positives. The tone is enthusiastic and personal ('local fave').","Rolling Hills is two executive courses, and great for a quick cheap round of golf.  Totally not an o..."
4,4.0,"The review is overwhelmingly positive, praising the food quality (brochette, spaghetti & meatballs, chicken toscana) and authenticity. While there are two specific complaints (bright lights and prepackaged butter/lack of fresh Parmesan), they are relatively minor and don't detract significantly from the overall positive experience. The reviewer explicitly states 'no complaints about the food (delicious!)' and offers a 'highly recommended' endorsement. The star deduction was clearly articulated as being for ambiance and a minor preference, not a major flaw.","I had my first meal at Miele's last night, and was pleasantly surprised.  I purchased a Groupon to t..."
4,4.0,"The review is overwhelmingly positive. Words like ""fantastic,"" ""fun,"" ""friendly,"" ""great,"" and ""tasty"" indicate strong positive sentiment. The reviewer expresses excitement and a desire to return. The only slight drawback is the acknowledgement of ""some kinks"" being worked out, preventing a 5-star rating, but this is presented as a temporary issue with a positive outlook.",Sure it's walking distance from my house - so I was hoping I would have a new place for my morning t...
1,2.0,"The review is largely negative, despite acknowledging it's better for families. Sentiment indicators include ""outrageous,"" ""huge distraction,"" ""so-so,"" and ""don't love it."" The intensity is moderate to strong due to the direct criticism of price and quality. While the reviewer notes families seem happy, their personal experience is poor, and the only positives are minor (gift shop, glasses). The opening line, ""Take your money elsewhere,"" is a strong negative indicator.","Take your money elsewhere, unless you've got kids.  I really try to like this place.  A family membe..."
5,5.0,"The review is overwhelmingly positive, using enthusiastic language (""Yum yum yum!"", ""the bomb!"", ""on point!"") and highlighting consistent quality over numerous visits (30+ times). Specific praise is given for the food (chips, salsas, Whitesands chimichanga, lunch specials, margaritas), the atmosphere (kids eat free on Sundays with entertainment), and the added bonus of a microbrewery. The only neutral comment is regarding the beer, as the reviewer doesn't drink it. The intensity is strong due to the repeated positive descriptors and clear enthusiasm.",Yum yum yum! Mexican food has to me my favorite type of food and Arriba is for sure at the top of my...
4,4.0,"The review is largely positive, highlighting excellent service, atmosphere, beer selection, and reasonable value. While the food doesn't *quite* live up to expectations (7/10 taste), it's still considered 'good'. The reviewer explicitly states they'd return for drinks and appetizers, and the overall score is 25/30, translating to 4/5 stars. The initial excitement fading is a minor drawback, not a dealbreaker.","I was here not too long ago.  The place is cute and when you look at the menu, you can't help but be..."
4,4.0,"The review is overwhelmingly positive. Phrases like ""so delicious"" and ""pretty delicious"" indicate strong enjoyment of the food (ravioli and miso soup). While the wine is only ""ok,"" the reviewer actively recommends an alternative, suggesting a positive experience with other beverages. The connection to a positive family experience (mom's favorite) adds to the favorable sentiment. The overall tone is appreciative and recommending, with only a minor critique regarding the wine.",I went here again when I got back to Phoenix after being gone for six months. This is one of my mom'...
3,3.0,"The review expresses mixed feelings. While the food is deemed 'OK' and the restaurant is 'well furnished and clean' (positive aspects), the overall sentiment is lukewarm ('isn't all that') and the reviewer explicitly states there are better options for the price. The tone is somewhat dismissive, questioning the positive hype. This points to a neutral experience with some positives offset by significant drawbacks, landing at a 3-star rating.",This place isn't all that but there food is OK.  There are better Chinese options for the price (try...
5,5.0,"The review is overwhelmingly positive, using strong sentiment indicators like ""freaking good,"" ""great,"" ""absolutely delicious,"" and ""love everything."" The tone is enthusiastic and expresses a desire to visit more often. The mention of a secret menu item (""the icon"") adds to the positive experience. There are no complaints, only praise for drinks, food, and service.","So freaking good.  The drinks are great too.  Ask for ""the icon"" not on menu, but very good!

Love e..."
5,5.0,"The review is overwhelmingly positive, using words like 'excellent,' 'wonderful,' and 'extremely flavorful.' It specifically recommends dishes, indicating a strong positive experience. There are no complaints, and the portion size is also praised. This points to a highly satisfying dining experience.",Another excellent find in Scottsdale.  The service is wonderful and the food is extremely flavorful ...
4,4.0,"The review is largely positive, despite some reservations. While the reviewer notes a shift in clientele and price ('a bit pricey') and uses somewhat dramatic language ('bohemian bloodletting', 'authoritarian overlords'), the overall tone is appreciative. They explicitly state they 'do enjoy' the coffee shop and find it a 'nice place for coffee' with a 'cozy, neighborly feel'. The praise for the location and its integration with the historic neighborhood adds to the positive impression. The criticisms are mild and framed as observations about change rather than severe flaws.","I do enjoy this coffee shop, though admittedly it has largely subscribed to bohemian bloodletting si..."
4,4.0,"The review is overwhelmingly positive, highlighting multiple dishes the reviewers enjoy (Pad Thai, Chow Mein, Chicken Satay, Spring Rolls) and praising the service and price. The only significant negative is the dislike of the Sweet and Sour Pork, which while important to the reviewer, doesn't overshadow the many positives. The enthusiastic tone ('WHOOP WHOOP!', 'in love right now') indicates strong positive sentiment.",Thai Basil is just delicious! I love Thai food but i try not t drag the bf along too much since he h...
3,3.0,"The review expresses generally positive sentiment with praise for the appetizer platter, lemonade, and service (attentive waitress and manager check-in). However, the reviewer states it was a 'light dinner' suggesting it wasn't fully satisfying, and the final rating is explicitly 3 stars, indicating a mixed experience. There are no strong negative indicators, but also no overwhelming praise that would warrant a 4 or 5-star rating.",My sis recommend this place for our weekly dinner. We shared on of the large appetizer platters (hum...
4,4.0,"The review is overwhelmingly positive, especially considering the reviewer's self-proclaimed 'pizza snob' status as a New Yorker. Specific praise is given for the crust, mozzarella, and toppings. The 'a little greasy' comment is framed as a positive, aligning with NY-style pizza. The tone is enthusiastic ('Yo! Tony!') and complimentary. While the reviewer notes the lack of a Ray's location, they favorably compare the pizza to Mamma Mia's, indicating satisfaction. The only minor drawback is the lack of a Ray's in their area, which isn't a criticism of the pizza itself.",Never been in - but I get pizza delivered from them now and then. I am a New Yorker and to call me a...
